Label (Grouping),        No vehicle available
Census Tract 6700.02; Los Angeles County; California!!Female!!Margin of Error,±2.9
Census Tract 6700.03; Los Angeles County; California!!Total!!Estimate,0.50%
Census Tract 6700.03; Los Angeles County; California!!Total!!Margin of Error,±1.3
Census Tract 6700.03; Los Angeles County; California!!Male!!Estimate,0.90%
Census Tract 6700.03; Los Angeles County; California!!Male!!Margin of Error,±2.4
Census Tract 6700.03; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6700.03; Los Angeles County; California!!Female!!Margin of Error,±2.7
Census Tract 6701.01; Los Angeles County; California!!Total!!Estimate,7.50%
Census Tract 6701.01; Los Angeles County; California!!Total!!Margin of Error,±9.2
Census Tract 6701.01; Los Angeles County; California!!Male!!Estimate,2.90%
Census Tract 6701.01; Los Angeles County; California!!Male!!Margin of Error,±4.5
Census Tract 6701.01; Los Angeles County; California!!Female!!Estimate,11.70%
Census Tract 6701.01; Los Angeles County; California!!Female!!Margin of Error,±16.6
Census Tract 6701.02; Los Angeles County; California!!Total!!Estimate,2.50%
Census Tract 6701.02; Los Angeles County; California!!Total!!Margin of Error,±3.0
Census Tract 6701.02; Los Angeles County; California!!Male!!Estimate,0.80%
Census Tract 6701.02; Los Angeles County; California!!Male!!Margin of Error,±1.4
Census Tract 6701.02; Los Angeles County; California!!Female!!Estimate,4.50%
Census Tract 6701.02; Los Angeles County; California!!Female!!Margin of Error,±5.6
Census Tract 6702.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6702.01; Los Angeles County; California!!Total!!Margin of Error,±3.0
Census Tract 6702.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6702.01; Los Angeles County; California!!Male!!Margin of Error,±4.9
Census Tract 6702.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6702.01; Los Angeles County; California!!Female!!Margin of Error,±7.5
Census Tract 6702.02; Los Angeles County; California!!Total!!Estimate,0.30%
Census Tract 6702.02; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 6702.02; Los Angeles County; California!!Male!!Estimate,0.60%
Census Tract 6702.02; Los Angeles County; California!!Male!!Margin of Error,±1.0
Census Tract 6702.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6702.02; Los Angeles County; California!!Female!!Margin of Error,±8.5
Census Tract 6703.24; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6703.24; Los Angeles County; California!!Total!!Margin of Error,±2.0
Census Tract 6703.24; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6703.24; Los Angeles County; California!!Male!!Margin of Error,±3.3
Census Tract 6703.24; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6703.24; Los Angeles County; California!!Female!!Margin of Error,±4.7
Census Tract 6703.26; Los Angeles County; California!!Total!!Estimate,2.60%
Census Tract 6703.26; Los Angeles County; California!!Total!!Margin of Error,±2.5
Census Tract 6703.26; Los Angeles County; California!!Male!!Estimate,3.50%
Census Tract 6703.26; Los Angeles County; California!!Male!!Margin of Error,±3.2
Census Tract 6703.26; Los Angeles County; California!!Female!!Estimate,1.30%
Census Tract 6703.26; Los Angeles County; California!!Female!!Margin of Error,±2.3
Census Tract 6703.28; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6703.28; Los Angeles County; California!!Total!!Margin of Error,±2.6
Census Tract 6703.28; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6703.28; Los Angeles County; California!!Male!!Margin of Error,±4.1
Census Tract 6703.28; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6703.28; Los Angeles County; California!!Female!!Margin of Error,±7.0
Census Tract 6704.05; Los Angeles County; California!!Total!!Estimate,1.10%
Census Tract 6704.05; Los Angeles County; California!!Total!!Margin of Error,±1.6
Census Tract 6704.05; Los Angeles County; California!!Male!!Estimate,1.70%
Census Tract 6704.05; Los Angeles County; California!!Male!!Margin of Error,±2.6
Census Tract 6704.05; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6704.05; Los Angeles County; California!!Female!!Margin of Error,±12.2
Census Tract 6704.06; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6704.06; Los Angeles County; California!!Total!!Margin of Error,±6.5
Census Tract 6704.06; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6704.06; Los Angeles County; California!!Male!!Margin of Error,±9.7
Census Tract 6704.06; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6704.06; Los Angeles County; California!!Female!!Margin of Error,±17.8
Census Tract 6704.07; Los Angeles County; California!!Total!!Estimate,0.70%
Census Tract 6704.07; Los Angeles County; California!!Total!!Margin of Error,±1.1
Census Tract 6704.07; Los Angeles County; California!!Male!!Estimate,1.30%
Census Tract 6704.07; Los Angeles County; California!!Male!!Margin of Error,±2.1
Census Tract 6704.07; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6704.07; Los Angeles County; California!!Female!!Margin of Error,±4.5
Census Tract 6704.13; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6704.13; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 6704.13; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6704.13; Los Angeles County; California!!Male!!Margin of Error,±3.6
Census Tract 6704.13; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6704.13; Los Angeles County; California!!Female!!Margin of Error,±5.1
Census Tract 6704.16; Los Angeles County; California!!Total!!Estimate,1.90%
Census Tract 6704.16; Los Angeles County; California!!Total!!Margin of Error,±2.6
Census Tract 6704.16; Los Angeles County; California!!Male!!Estimate,3.20%
Census Tract 6704.16; Los Angeles County; California!!Male!!Margin of Error,±4.4
Census Tract 6704.16; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6704.16; Los Angeles County; California!!Female!!Margin of Error,±6.2
Census Tract 6704.17; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6704.17; Los Angeles County; California!!Total!!Margin of Error,±3.7
Census Tract 6704.17; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6704.17; Los Angeles County; California!!Male!!Margin of Error,±6.2
Census Tract 6704.17; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6704.17; Los Angeles County; California!!Female!!Margin of Error,±8.6
Census Tract 6704.18; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 6704.18; Los Angeles County; California!!Total!!Margin of Error,±1.9
Census Tract 6704.18; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 6704.18; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 6704.18; Los Angeles County; California!!Female!!Estimate,1.40%
Census Tract 6704.18; Los Angeles County; California!!Female!!Margin of Error,±2.2
Census Tract 6705; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6705; Los Angeles County; California!!Total!!Margin of Error,±6.8
Census Tract 6705; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6705; Los Angeles County; California!!Male!!Margin of Error,±10.3
Census Tract 6705; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6705; Los Angeles County; California!!Female!!Margin of Error,±18.2
Census Tract 6706.03; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6706.03; Los Angeles County; California!!Total!!Margin of Error,±4.6
Census Tract 6706.03; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6706.03; Los Angeles County; California!!Male!!Margin of Error,±8.7
Census Tract 6706.03; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6706.03; Los Angeles County; California!!Female!!Margin of Error,±9.5
Census Tract 6706.04; Los Angeles County; California!!Total!!Estimate,5.90%
Census Tract 6706.04; Los Angeles County; California!!Total!!Margin of Error,±5.0
Census Tract 6706.04; Los Angeles County; California!!Male!!Estimate,4.90%
Census Tract 6706.04; Los Angeles County; California!!Male!!Margin of Error,±4.7
Census Tract 6706.04; Los Angeles County; California!!Female!!Estimate,7.00%
Census Tract 6706.04; Los Angeles County; California!!Female!!Margin of Error,±5.9
Census Tract 6707.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6707.01; Los Angeles County; California!!Total!!Margin of Error,±1.4
Census Tract 6707.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6707.01; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6707.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6707.01; Los Angeles County; California!!Female!!Margin of Error,±3.1
Census Tract 6707.02; Los Angeles County; California!!Total!!Estimate,0.70%
Census Tract 6707.02; Los Angeles County; California!!Total!!Margin of Error,±1.2
Census Tract 6707.02; Los Angeles County; California!!Male!!Estimate,1.20%
Census Tract 6707.02; Los Angeles County; California!!Male!!Margin of Error,±2.0
Census Tract 6707.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6707.02; Los Angeles County; California!!Female!!Margin of Error,±3.8
Census Tract 7001.01; Los Angeles County; California!!Total!!Estimate,7.30%
Census Tract 7001.01; Los Angeles County; California!!Total!!Margin of Error,±4.6
Census Tract 7001.01; Los Angeles County; California!!Male!!Estimate,7.50%
Census Tract 7001.01; Los Angeles County; California!!Male!!Margin of Error,±5.6
Census Tract 7001.01; Los Angeles County; California!!Female!!Estimate,7.10%
Census Tract 7001.01; Los Angeles County; California!!Female!!Margin of Error,±5.3
Census Tract 7001.02; Los Angeles County; California!!Total!!Estimate,4.00%
Census Tract 7001.02; Los Angeles County; California!!Total!!Margin of Error,±3.2
Census Tract 7001.02; Los Angeles County; California!!Male!!Estimate,7.50%
Census Tract 7001.02; Los Angeles County; California!!Male!!Margin of Error,±5.9
Census Tract 7001.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 7001.02; Los Angeles County; California!!Female!!Margin of Error,±3.4
Census Tract 7002; Los Angeles County; California!!Total!!Estimate,9.70%
Census Tract 7002; Los Angeles County; California!!Total!!Margin of Error,±6.6
Census Tract 7002; Los Angeles County; California!!Male!!Estimate,10.20%
Census Tract 7002; Los Angeles County; California!!Male!!Margin of Error,±9.7
Census Tract 7002; Los Angeles County; California!!Female!!Estimate,8.90%
Census Tract 7002; Los Angeles County; California!!Female!!Margin of Error,±7.1
Census Tract 7003; Los Angeles County; California!!Total!!Estimate,13.50%
Census Tract 7003; Los Angeles County; California!!Total!!Margin of Error,±7.9
Census Tract 7003; Los Angeles County; California!!Male!!Estimate,17.20%
Census Tract 7003; Los Angeles County; California!!Male!!Margin of Error,±11.9
Census Tract 7003; Los Angeles County; California!!Female!!Estimate,7.30%
Census Tract 7003; Los Angeles County; California!!Female!!Margin of Error,±8.4
Census Tract 7004; Los Angeles County; California!!Total!!Estimate,10.80%
Census Tract 7004; Los Angeles County; California!!Total!!Margin of Error,±7.1
Census Tract 7004; Los Angeles County; California!!Male!!Estimate,11.00%
Census Tract 7004; Los Angeles County; California!!Male!!Margin of Error,±6.9
Census Tract 7004; Los Angeles County; California!!Female!!Estimate,10.50%
Census Tract 7004; Los Angeles County; California!!Female!!Margin of Error,±13.7
Census Tract 7005.01; Los Angeles County; California!!Total!!Estimate,0.70%
Census Tract 7005.01; Los Angeles County; California!!Total!!Margin of Error,±1.1
Census Tract 7005.01; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 7005.01; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 7005.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 7005.01; Los Angeles County; California!!Female!!Margin of Error,±5.3
Census Tract 7005.02; Los Angeles County; California!!Total!!Estimate,3.70%
Census Tract 7005.02; Los Angeles County; California!!Total!!Margin of Error,±2.6
Census Tract 7005.02; Los Angeles County; California!!Male!!Estimate,5.50%
Census Tract 7005.02; Los Angeles County; California!!Male!!Margin of Error,±4.0
Census Tract 7005.02; Los Angeles County; California!!Female!!Estimate,1.40%
Census Tract 7005.02; Los Angeles County; California!!Female!!Margin of Error,±2.2
Census Tract 7006; Los Angeles County; California!!Total!!Estimate,0.40%
Census Tract 7006; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 7006; Los Angeles County; California!!Male!!Estimate,0.60%
Census Tract 7006; Los Angeles County; California!!Male!!Margin of Error,±0.9
Census Tract 7006; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 7006; Los Angeles County; California!!Female!!Margin of Error,±6.1
Census Tract 7007; Los Angeles County; California!!Total!!Estimate,3.90%
Census Tract 7007; Los Angeles County; California!!Total!!Margin of Error,±4.5
Census Tract 7007; Los Angeles County; California!!Male!!Estimate,3.70%
Census Tract 7007; Los Angeles County; California!!Male!!Margin of Error,±4.3
Census Tract 7007; Los Angeles County; California!!Female!!Estimate,4.10%
Census Tract 7007; Los Angeles County; California!!Female!!Margin of Error,±5.0
Census Tract 7008.01; Los Angeles County; California!!Total!!Estimate,6.30%
Census Tract 7008.01; Los Angeles County; California!!Total!!Margin of Error,±6.7
Census Tract 7008.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 7008.01; Los Angeles County; California!!Male!!Margin of Error,±5.5
Census Tract 7008.01; Los Angeles County; California!!Female!!Estimate,10.60%
Census Tract 7008.01; Los Angeles County; California!!Female!!Margin of Error,±10.9
Census Tract 7008.02; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 7008.02; Los Angeles County; California!!Total!!Margin of Error,±2.3
